mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
16.922120412190754,0.10690710595720915,0.10221457481384277,0.0038893567849009603,1.0,5,3,5,1.0,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 3, 'gamma': 5, 'colsample_bytree': 1.0}",0.7344061852446908,0.731403026431673,0.72275613039013,0.7295217806888313,0.0049386407500640085,5
31.498635450998943,0.11662864030615447,0.22610203425089517,0.0035985173900801876,0.6,1,5,1.5,0.8,"{'subsample': 0.6, 'min_child_weight': 1, 'max_depth': 5, 'gamma': 1.5, 'colsample_bytree': 0.8}",0.7347666880147783,0.731879483610207,0.72399051840943,0.7302122300114716,0.004554577094358311,4
26.147485574086506,0.14602720229425742,0.23166426022847494,0.0013657857131772688,0.8,5,5,1,0.8,"{'subsample': 0.8, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 1, 'colsample_bytree': 0.8}",0.735203818024897,0.7326602139803382,0.7238313391833698,0.730565123729535,0.004873422556376822,3
18.452289819717407,0.023877963399149757,0.2530129750569661,0.004961045984524867,1.0,5,5,5,0.6,"{'subsample': 1.0, 'min_child_weight': 5, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",0.7354206204991,0.733330355786491,0.7234865154521158,0.7307458305792357,0.005203559277284268,2
25.169731775919598,0.06150607979375052,0.1575001080830892,0.002167671034357453,0.8,1,4,1,1.0,"{'subsample': 0.8, 'min_child_weight': 1, 'max_depth': 4, 'gamma': 1, 'colsample_bytree': 1.0}",0.7353686835961842,0.7322284125518789,0.7246479245884877,0.7307483402455169,0.004500120661295002,1
